STATE_FIPS_CODE,STATE_ALPHA,STATE_NAME,size,practice,operations,acres,total_ops,total_acres,ops_adopt,acres_adopt
42,PA,PENNSYLVANIA,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,28,35399,577,745038,0.04852686308492201,0.04751301275908074
45,SC,SOUTH CAROLINA,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,91,124095,579,797966,0.15716753022452504,0.15551414471293262
46,SD,SOUTH DAKOTA,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,838,1175139,3757,5280193,0.22305030609528878,0.22255606944670395
47,TN,TENNESSEE,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,69,94772,992,1353486,0.06955645161290322,0.0700206725448213
48,TX,TEXAS,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,811,1149141,9463,13049936,0.08570220860192328,0.08805721346066371
49,UT,UTAH,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,18,22719,574,782748,0.0313588850174216,0.029024666942617548
50,VT,VERMONT,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,2,NA,113,151132,0.017699115044247787,NA
51,VA,VIRGINIA,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,36,48479,966,1306951,0.037267080745341616,0.037093203953323425
53,WA,WASHINGTON,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,239,337843,996,1374960,0.2399598393574297,0.24571114796066795
55,WI,WISCONSIN,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,335,453375,1619,2181784,0.20691785052501543,0.20780013053537838
56,WY,WYOMING,"FARM AREA: (1,000 TO 1,999 ACRES)",Reduced Till,22,29827,780,1110862,0.028205128205128206,0.02685031984170851
1,AL,ALABAMA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,39,119156,558,NA,0.06989247311827956,NA
2,AK,ALASKA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,1,NA,27,NA,0.037037037037037035,NA
4,AZ,ARIZONA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,23,75979,1293,NA,0.017788089713843776,NA
5,AR,ARKANSAS,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,325,1151066,1464,NA,0.22199453551912568,NA
6,CA,CALIFORNIA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,70,280075,2394,NA,0.029239766081871343,NA
8,CO,COLORADO,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,369,1526993,3614,NA,0.10210293303818484,NA
10,DE,DELAWARE,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,8,20176,51,NA,0.1568627450980392,NA
12,FL,FLORIDA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,16,48737,803,NA,0.019925280199252802,NA
13,GA,GEORGIA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,91,263742,755,NA,0.1205298013245033,NA
16,ID,IDAHO,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,121,435086,1273,NA,0.09505106048703849,NA
17,IL,ILLINOIS,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,700,2231116,2658,NA,0.2633559066967645,NA
18,IN,INDIANA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,318,932104,1452,NA,0.2190082644628099,NA
19,IA,IOWA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,431,1313343,1892,NA,0.22780126849894292,NA
20,KS,KANSAS,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,1071,3785352,6447,NA,0.16612377850162866,NA
21,KY,KENTUCKY,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,64,235260,668,NA,0.09580838323353294,NA
22,LA,LOUISIANA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,177,568792,959,NA,0.1845672575599583,NA
23,ME,MAINE,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,2,NA,70,NA,0.02857142857142857,NA
24,MD,MARYLAND,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,10,25712,133,NA,0.07518796992481203,NA
26,MI,MICHIGAN,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,164,530496,656,NA,0.25,NA
27,MN,MINNESOTA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,808,2475912,2245,NA,0.3599109131403118,NA
28,MS,MISSISSIPPI,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,186,655401,964,NA,0.19294605809128632,NA
29,MO,MISSOURI,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,329,1096294,2290,NA,0.14366812227074235,NA
30,MT,MONTANA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,299,1200047,6338,NA,0.04717576522562322,NA
31,NE,NEBRASKA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,505,1643804,5472,NA,0.09228801169590643,NA
32,NV,NEVADA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,2,NA,301,NA,0.006644518272425249,NA
34,NJ,NEW JERSEY,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,1,NA,25,NA,0.04,NA
35,NM,NEW MEXICO,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,24,80977,2869,NA,0.008365284071104914,NA
36,NY,NEW YORK,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,49,170667,390,NA,0.12564102564102564,NA
37,NC,NORTH CAROLINA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,54,187423,604,NA,0.08940397350993377,NA
38,ND,NORTH DAKOTA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,1642,5981125,6721,NA,0.24430888260675496,NA
39,OH,OHIO,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,157,459739,781,NA,0.20102432778489115,NA
40,OK,OKLAHOMA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,140,493037,3637,NA,0.0384932636788562,NA
41,OR,OREGON,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,110,452311,1499,NA,0.0733822548365577,NA
42,PA,PENNSYLVANIA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,11,30643,168,NA,0.06547619047619048,NA
45,SC,SOUTH CAROLINA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,54,180830,362,NA,0.14917127071823205,NA
46,SD,SOUTH DAKOTA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,439,1626272,5847,NA,0.07508123824183342,NA
47,TN,TENNESSEE,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,28,73381,593,NA,0.047217537942664416,NA
48,TX,TEXAS,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,776,2723668,11037,NA,0.07030896076832473,NA
49,UT,UTAH,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,11,37996,689,NA,0.015965166908563134,NA
51,VA,VIRGINIA,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,15,44619,374,NA,0.040106951871657755,NA
53,WA,WASHINGTON,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,351,1440004,1592,NA,0.22047738693467336,NA
55,WI,WISCONSIN,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,138,412209,721,NA,0.1914008321775312,NA
56,WY,WYOMING,"FARM AREA: (2,000 OR MORE ACRES)",Reduced Till,18,64721,2202,NA,0.008174386920980926,NA
1,AL,ALABAMA,All Farms,Cover Crops,2040,229097,40592,8580940,0.05025620811982657,0.026698357056453022
1,AL,ALABAMA,All Farms,Cover Crops,2040,229097,40592,8580940,0.05025620811982657,0.026698357056453022
2,AK,ALASKA,All Farms,Cover Crops,98,862,990,849753,0.09898989898989899,0.0010144124233747924
2,AK,ALASKA,All Farms,Cover Crops,98,862,990,849753,0.09898989898989899,0.0010144124233747924
4,AZ,ARIZONA,All Farms,Cover Crops,340,39518,19086,26125819,0.017814104579272766,0.0015126032986755363
4,AZ,ARIZONA,All Farms,Cover Crops,340,39518,19086,26125819,0.017814104579272766,0.0015126032986755363
5,AR,ARKANSAS,All Farms,Cover Crops,1269,250274,42625,13888929,0.02977126099706745,0.01801967595917583
5,AR,ARKANSAS,All Farms,Cover Crops,1269,250274,42625,13888929,0.02977126099706745,0.01801967595917583
6,CA,CALIFORNIA,All Farms,Cover Crops,6198,350436,70521,24522801,0.08788871400008508,0.014290210975491748
6,CA,CALIFORNIA,All Farms,Cover Crops,6198,350436,70521,24522801,0.08788871400008508,0.014290210975491748
8,CO,COLORADO,All Farms,Cover Crops,1751,129820,38893,31820957,0.04502095492762194,0.00407970131130877
8,CO,COLORADO,All Farms,Cover Crops,1751,129820,38893,31820957,0.04502095492762194,0.00407970131130877
9,CT,CONNECTICUT,All Farms,Cover Crops,660,21998,5521,381539,0.11954356094910343,0.05765596701778848
9,CT,CONNECTICUT,All Farms,Cover Crops,660,21998,5521,381539,0.11954356094910343,0.05765596701778848
10,DE,DELAWARE,All Farms,Cover Crops,490,88122,2302,525324,0.21285838401390095,0.16774790415058136
10,DE,DELAWARE,All Farms,Cover Crops,490,88122,2302,525324,0.21285838401390095,0.16774790415058136
12,FL,FLORIDA,All Farms,Cover Crops,1573,141848,47590,9731731,0.03305316242908174,0.014575824177630887
12,FL,FLORIDA,All Farms,Cover Crops,1573,141848,47590,9731731,0.03305316242908174,0.014575824177630887
13,GA,GEORGIA,All Farms,Cover Crops,3340,530888,42439,9953730,0.078701194655859,0.05333558374599271
13,GA,GEORGIA,All Farms,Cover Crops,3340,530888,42439,9953730,0.078701194655859,0.05333558374599271
15,HI,HAWAII,All Farms,Cover Crops,514,7533,7328,1135352,0.07014192139737992,0.006634946694945709
15,HI,HAWAII,All Farms,Cover Crops,514,7533,7328,1135352,0.07014192139737992,0.006634946694945709
16,ID,IDAHO,All Farms,Cover Crops,1362,128963,24996,11691912,0.05448871819491118,0.01103010354508313
16,ID,IDAHO,All Farms,Cover Crops,1362,128963,24996,11691912,0.05448871819491118,0.01103010354508313
17,IL,ILLINOIS,All Farms,Cover Crops,6084,708105,72651,27006288,0.08374282528802081,0.026220004763335115
17,IL,ILLINOIS,All Farms,Cover Crops,6084,708105,72651,27006288,0.08374282528802081,0.026220004763335115
18,IN,INDIANA,All Farms,Cover Crops,5929,936118,56649,14969996,0.10466204169535208,0.062532949240601
18,IN,INDIANA,All Farms,Cover Crops,5929,936118,56649,14969996,0.10466204169535208,0.062532949240601
19,IA,IOWA,All Farms,Cover Crops,8729,973112,86104,30563878,0.10137740406949736,0.03183862990161131
19,IA,IOWA,All Farms,Cover Crops,8729,973112,86104,30563878,0.10137740406949736,0.03183862990161131
20,KS,KANSAS,All Farms,Cover Crops,3256,556439,58569,45759319,0.05559254895934709,0.012160124148700727
20,KS,KANSAS,All Farms,Cover Crops,3256,556439,58569,45759319,0.05559254895934709,0.012160124148700727
21,KY,KENTUCKY,All Farms,Cover Crops,7335,417284,75966,12961784,0.0965563541584393,0.03219340794446197
21,KY,KENTUCKY,All Farms,Cover Crops,7335,417284,75966,12961784,0.0965563541584393,0.03219340794446197
22,LA,LOUISIANA,All Farms,Cover Crops,815,72646,27386,7997511,0.029759731249543564,0.009083576127622707
22,LA,LOUISIANA,All Farms,Cover Crops,815,72646,27386,7997511,0.029759731249543564,0.009083576127622707
23,ME,MAINE,All Farms,Cover Crops,1161,55462,7600,1307613,0.15276315789473685,0.04241468997325661
23,ME,MAINE,All Farms,Cover Crops,1161,55462,7600,1307613,0.15276315789473685,0.04241468997325661
24,MD,MARYLAND,All Farms,Cover Crops,2556,410849,12429,1990122,0.2056480811006517,0.20644412754594946
24,MD,MARYLAND,All Farms,Cover Crops,2556,410849,12429,1990122,0.2056480811006517,0.20644412754594946
25,MA,MASSACHUSETTS,All Farms,Cover Crops,907,17390,7241,491653,0.12525894213506422,0.03537047470472061
25,MA,MASSACHUSETTS,All Farms,Cover Crops,907,17390,7241,491653,0.12525894213506422,0.03537047470472061
26,MI,MICHIGAN,All Farms,Cover Crops,6275,673205,47641,9764090,0.13171427971705044,0.06894702936986448
26,MI,MICHIGAN,All Farms,Cover Crops,6275,673205,47641,9764090,0.13171427971705044,0.06894702936986448
27,MN,MINNESOTA,All Farms,Cover Crops,5302,579147,68822,25516982,0.07703931882246956,0.02269653205853263
27,MN,MINNESOTA,All Farms,Cover Crops,5302,579147,68822,25516982,0.07703931882246956,0.02269653205853263
28,MS,MISSISSIPPI,All Farms,Cover Crops,1338,139639,34988,10415136,0.03824168286269578,0.01340731412436669
28,MS,MISSISSIPPI,All Farms,Cover Crops,1338,139639,34988,10415136,0.03824168286269578,0.01340731412436669
29,MO,MISSOURI,All Farms,Cover Crops,6072,842178,95320,27781883,0.06370121695342006,0.03031392796521388
29,MO,MISSOURI,All Farms,Cover Crops,6072,842178,95320,27781883,0.06370121695342006,0.03031392796521388
30,MT,MONTANA,All Farms,Cover Crops,1123,151523,27048,58122878,0.04151878142561372,0.002606942484850802
30,MT,MONTANA,All Farms,Cover Crops,1123,151523,27048,58122878,0.04151878142561372,0.002606942484850802
31,NE,NEBRASKA,All Farms,Cover Crops,4419,747903,46332,44986821,0.09537684537684538,0.016624935556126538
31,NE,NEBRASKA,All Farms,Cover Crops,4419,747903,46332,44986821,0.09537684537684538,0.016624935556126538
32,NV,NEVADA,All Farms,Cover Crops,201,13999,3423,6128153,0.058720420683610865,0.0022843750800608273
32,NV,NEVADA,All Farms,Cover Crops,201,13999,3423,6128153,0.058720420683610865,0.0022843750800608273
33,NH,NEW HAMPSHIRE,All Farms,Cover Crops,445,8326,4123,425393,0.10793111811787533,0.01957248943917742
33,NH,NEW HAMPSHIRE,All Farms,Cover Crops,445,8326,4123,425393,0.10793111811787533,0.01957248943917742
34,NJ,NEW JERSEY,All Farms,Cover Crops,1189,63607,9883,734084,0.1203075989072144,0.08664812201328459
34,NJ,NEW JERSEY,All Farms,Cover Crops,1189,63607,9883,734084,0.1203075989072144,0.08664812201328459
35,NM,NEW MEXICO,All Farms,Cover Crops,1177,53617,25044,40659836,0.04699728477878933,0.001318672313385622
35,NM,NEW MEXICO,All Farms,Cover Crops,1177,53617,25044,40659836,0.04699728477878933,0.001318672313385622
36,NY,NEW YORK,All Farms,Cover Crops,4517,295433,33438,6866171,0.1350858304922543,0.043027329205753834
36,NY,NEW YORK,All Farms,Cover Crops,4517,295433,33438,6866171,0.1350858304922543,0.043027329205753834
37,NC,NORTH CAROLINA,All Farms,Cover Crops,4930,482934,46418,8430522,0.10620879831100004,0.057283997361017504
37,NC,NORTH CAROLINA,All Farms,Cover Crops,4930,482934,46418,8430522,0.10620879831100004,0.057283997361017504
38,ND,NORTH DAKOTA,All Farms,Cover Crops,2252,404267,26364,39341591,0.08541951145501442,0.010275817264228078
38,ND,NORTH DAKOTA,All Farms,Cover Crops,2252,404267,26364,39341591,0.08541951145501442,0.010275817264228078
39,OH,OHIO,All Farms,Cover Crops,8567,717759,77805,13965295,0.11010860484544695,0.05139590678177582
39,OH,OHIO,All Farms,Cover Crops,8567,717759,77805,13965295,0.11010860484544695,0.05139590678177582
40,OK,OKLAHOMA,All Farms,Cover Crops,2238,342564,78531,34156290,0.02849830003438133,0.010029309389280861
40,OK,OKLAHOMA,All Farms,Cover Crops,2238,342564,78531,34156290,0.02849830003438133,0.010029309389280861
41,OR,OREGON,All Farms,Cover Crops,2556,120390,37616,15962322,0.06794980859208848,0.007542135787011439
41,OR,OREGON,All Farms,Cover Crops,2556,120390,37616,15962322,0.06794980859208848,0.007542135787011439
42,PA,PENNSYLVANIA,All Farms,Cover Crops,10856,595309,53157,7278668,0.20422521963240967,0.08178817882612588
42,PA,PENNSYLVANIA,All Farms,Cover Crops,10856,595309,53157,7278668,0.20422521963240967,0.08178817882612588
44,RI,RHODE ISLAND,All Farms,Cover Crops,143,2308,1043,56864,0.137104506232023,0.04058806978052898
44,RI,RHODE ISLAND,All Farms,Cover Crops,143,2308,1043,56864,0.137104506232023,0.04058806978052898
45,SC,SOUTH CAROLINA,All Farms,Cover Crops,1866,120511,24791,4744913,0.07526925093784034,0.02539793669557271
45,SC,SOUTH CAROLINA,All Farms,Cover Crops,1866,120511,24791,4744913,0.07526925093784034,0.02539793669557271
46,SD,SOUTH DAKOTA,All Farms,Cover Crops,2154,281649,29968,43243742,0.07187666844634276,0.006513058005017234
46,SD,SOUTH DAKOTA,All Farms,Cover Crops,2154,281649,29968,43243742,0.07187666844634276,0.006513058005017234
47,TN,TENNESSEE,All Farms,Cover Crops,4377,340525,69983,10874238,0.06254376062758098,0.03131483787645626
47,TN,TENNESSEE,All Farms,Cover Crops,4377,340525,69983,10874238,0.06254376062758098,0.03131483787645626
48,TX,TEXAS,All Farms,Cover Crops,7308,1014145,248416,127036184,0.029418394950405772,0.00798311920326574
48,TX,TEXAS,All Farms,Cover Crops,7308,1014145,248416,127036184,0.029418394950405772,0.00798311920326574
49,UT,UTAH,All Farms,Cover Crops,952,32273,18409,10811604,0.05171383562387962,0.0029850334880929786
49,UT,UTAH,All Farms,Cover Crops,952,32273,18409,10811604,0.05171383562387962,0.0029850334880929786
50,VT,VERMONT,All Farms,Cover Crops,808,40555,6808,1193437,0.11868390129259694,0.0339816848312898
50,VT,VERMONT,All Farms,Cover Crops,808,40555,6808,1193437,0.11868390129259694,0.0339816848312898
51,VA,VIRGINIA,All Farms,Cover Crops,4034,409862,43225,7797979,0.09332562174667437,0.05256002869461433
51,VA,VIRGINIA,All Farms,Cover Crops,4034,409862,43225,7797979,0.09332562174667437,0.05256002869461433
53,WA,WASHINGTON,All Farms,Cover Crops,2301,175909,35793,14679857,0.06428631296622245,0.011983018635671996
53,WA,WASHINGTON,All Farms,Cover Crops,2301,175909,35793,14679857,0.06428631296622245,0.011983018635671996
54,WV,WEST VIRGINIA,All Farms,Cover Crops,1204,22417,23622,3662178,0.05096943527220388,0.006121220759886603
54,WV,WEST VIRGINIA,All Farms,Cover Crops,1204,22417,23622,3662178,0.05096943527220388,0.006121220759886603
55,WI,WISCONSIN,All Farms,Cover Crops,7933,611231,64793,14318630,0.12243606562437301,0.04268781301004356
55,WI,WISCONSIN,All Farms,Cover Crops,7933,611231,64793,14318630,0.12243606562437301,0.04268781301004356
56,WY,WYOMING,All Farms,Cover Crops,458,40725,11938,29004884,0.03836488524040878,0.0014040738794197556
56,WY,WYOMING,All Farms,Cover Crops,458,40725,11938,29004884,0.03836488524040878,0.0014040738794197556
1,AL,ALABAMA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,636,2091,3633,18039,0.1750619322873658,0.11591551638117412
1,AL,ALABAMA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,636,2091,3633,18039,0.1750619322873658,0.11591551638117412
2,AK,ALASKA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,80,NA,428,1341,0.18691588785046728,NA
2,AK,ALASKA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,80,NA,428,1341,0.18691588785046728,NA
4,AZ,ARIZONA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,195,477,9436,25840,0.020665536244171258,0.018459752321981424
4,AZ,ARIZONA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,195,477,9436,25840,0.020665536244171258,0.018459752321981424
5,AR,ARKANSAS,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,350,1149,2520,13516,0.1388888888888889,0.08501035809411069
5,AR,ARKANSAS,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,350,1149,2520,13516,0.1388888888888889,0.08501035809411069
6,CA,CALIFORNIA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,3164,9844,23400,94353,0.13521367521367522,0.10433160577830064
6,CA,CALIFORNIA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,3164,9844,23400,94353,0.13521367521367522,0.10433160577830064
8,CO,COLORADO,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,739,NA,6404,30185,0.11539662710805747,NA
8,CO,COLORADO,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,739,NA,6404,30185,0.11539662710805747,NA
9,CT,CONNECTICUT,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,411,1134,1765,8395,0.23286118980169973,0.13508040500297797
9,CT,CONNECTICUT,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,411,1134,1765,8395,0.23286118980169973,0.13508040500297797
10,DE,DELAWARE,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,81,NA,380,1747,0.2131578947368421,NA
10,DE,DELAWARE,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,81,NA,380,1747,0.2131578947368421,NA
12,FL,FLORIDA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,771,2390,14072,65031,0.0547896532120523,0.03675170303393766
12,FL,FLORIDA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,771,2390,14072,65031,0.0547896532120523,0.03675170303393766
13,GA,GEORGIA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,970,3241,4516,22762,0.21479185119574845,0.1423864335295668
13,GA,GEORGIA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,970,3241,4516,22762,0.21479185119574845,0.1423864335295668
15,HI,HAWAII,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,462,1058,4868,18286,0.09490550534100246,0.057858470961391226
15,HI,HAWAII,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,462,1058,4868,18286,0.09490550534100246,0.057858470961391226
16,ID,IDAHO,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,445,1459,6673,32421,0.06668664768469953,0.04500169643132538
16,ID,IDAHO,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,445,1459,6673,32421,0.06668664768469953,0.04500169643132538
17,IL,ILLINOIS,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1036,4220,7992,40961,0.12962962962962962,0.10302482849539805
17,IL,ILLINOIS,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1036,4220,7992,40961,0.12962962962962962,0.10302482849539805
18,IN,INDIANA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1231,4933,7622,40400,0.1615061663605353,0.1221039603960396
18,IN,INDIANA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1231,4933,7622,40400,0.1615061663605353,0.1221039603960396
19,IA,IOWA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1206,4931,9120,45875,0.13223684210526315,0.10748773841961853
19,IA,IOWA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1206,4931,9120,45875,0.13223684210526315,0.10748773841961853
20,KS,KANSAS,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,397,1685,2665,13117,0.14896810506566605,0.12845925135320577
20,KS,KANSAS,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,397,1685,2665,13117,0.14896810506566605,0.12845925135320577
21,KY,KENTUCKY,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,2753,10146,6211,33216,0.44324585412976975,0.30545520231213874
21,KY,KENTUCKY,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,2753,10146,6211,33216,0.44324585412976975,0.30545520231213874
22,LA,LOUISIANA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,270,NA,3735,19791,0.07228915662650602,NA
22,LA,LOUISIANA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,270,NA,3735,19791,0.07228915662650602,NA
23,ME,MAINE,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,868,1997,1427,5939,0.6082690960056062,0.33625189425829266
23,ME,MAINE,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,868,1997,1427,5939,0.6082690960056062,0.33625189425829266
24,MD,MARYLAND,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,596,2112,2244,11662,0.26559714795008915,0.18110101183330474
24,MD,MARYLAND,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,596,2112,2244,11662,0.26559714795008915,0.18110101183330474
25,MA,MASSACHUSETTS,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,609,NA,2373,NA,0.25663716814159293,NA
25,MA,MASSACHUSETTS,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,609,NA,2373,NA,0.25663716814159293,NA
26,MI,MICHIGAN,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1972,7036,5154,23780,0.3826154443150951,0.295878889823381
26,MI,MICHIGAN,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1972,7036,5154,23780,0.3826154443150951,0.295878889823381
27,MN,MINNESOTA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1183,4611,5234,26402,0.22602216278181123,0.17464586016210892
27,MN,MINNESOTA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1183,4611,5234,26402,0.22602216278181123,0.17464586016210892
28,MS,MISSISSIPPI,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,399,1421,2237,11588,0.178363880196692,0.12262685536762168
28,MS,MISSISSIPPI,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,399,1421,2237,11588,0.178363880196692,0.12262685536762168
29,MO,MISSOURI,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1098,4356,5574,28527,0.1969860064585576,0.1526974445262383
29,MO,MISSOURI,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1098,4356,5574,28527,0.1969860064585576,0.1526974445262383
30,MT,MONTANA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,220,713,2516,11462,0.08744038155802862,0.06220554876984819
30,MT,MONTANA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,220,713,2516,11462,0.08744038155802862,0.06220554876984819
31,NE,NEBRASKA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,369,1410,3385,15950,0.10901033973412112,0.08840125391849529
31,NE,NEBRASKA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,369,1410,3385,15950,0.10901033973412112,0.08840125391849529
32,NV,NEVADA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,67,NA,825,3196,0.08121212121212121,NA
32,NV,NEVADA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,67,NA,825,3196,0.08121212121212121,NA
33,NH,NEW HAMPSHIRE,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,329,NA,1081,4748,0.30434782608695654,NA
33,NH,NEW HAMPSHIRE,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,329,NA,1081,4748,0.30434782608695654,NA
34,NJ,NEW JERSEY,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,572,1929,2965,18653,0.19291736930860034,0.10341500026805339
34,NJ,NEW JERSEY,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,572,1929,2965,18653,0.19291736930860034,0.10341500026805339
35,NM,NEW MEXICO,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,802,2119,8554,31107,0.09375730652326397,0.06811971581959045
35,NM,NEW MEXICO,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,802,2119,8554,31107,0.09375730652326397,0.06811971581959045
36,NY,NEW YORK,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1681,5831,3641,17265,0.4616863499038726,0.33773530263538953
36,NY,NEW YORK,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,1681,5831,3641,17265,0.4616863499038726,0.33773530263538953
37,NC,NORTH CAROLINA,FARM AREA: (1.0 TO 9.9 ACRES),Cover Crops,2027,6227,5112,24239,0.3965179968701095,0.2569000371302447
